title,character_name,actor_name,sympathy_coding,arc_presence,arc_direction,confidence_arc,reasoning_arc
Captain America: Civil War,Scott Lang / Ant-Man,Paul Rudd,protagonist,significant,positive,high,Scott Lang is portrayed as a relatable hero who undergoes significant personal growth and ultimately fights for a greater cause.
Captain America: Civil War,Sharon Carter,Emily VanCamp,protagonist,minor,positive,medium,Sharon Carter is a supporting character who aligns with the protagonists and shows some growth in her commitment to their cause.
Captain America: Civil War,Peter Parker / Spider-Man,Tom Holland,protagonist,minor,positive,high,"Peter Parker is a central character who embodies the hero's journey, showing growth in his responsibilities while maintaining his core values."
Captain America: Civil War,Zemo,Daniel Brühl,antagonist,significant,negative,medium,"Zemo opposes the Avengers and creates conflict, but his motivations reveal a deeper personal tragedy that influences his actions."
Captain America: Civil War,Brock Rumlow / Crossbones,Frank Grillo,antagonist,flat,none,high,Brock Rumlow serves primarily as an antagonist in 'Captain America: Civil War' without significant character development.
Captain America: Civil War,Secretary of State Thaddeus Ross,William Hurt,antagonist,flat,none,medium,Thaddeus Ross serves as an opposing force to the protagonists in 'Captain America: Civil War' without undergoing significant personal development.
Captain America: Civil War,Everett K. Ross,Martin Freeman,neutral,flat,none,medium,Everett K. Ross serves primarily as a supporting character without significant development or change throughout the film.
Captain America: Civil War,May Parker,Marisa Tomei,neutral,flat,none,medium,May Parker serves primarily as a supportive character without significant development or change throughout the story.
Captain America: Civil War,King T'Chaka,John Kani,neutral,flat,none,medium,King T'Chaka serves a functional role in the story without significant character development.
Captain America: Civil War,Howard Stark,John Slattery,neutral,flat,none,medium,Howard Stark serves a functional role in the narrative without significant character development or a clear emotional arc.
Spider-Man 3,Spider-Man / Peter Parker,Tobey Maguire,fallen,significant,negative,high,"Peter Parker experiences a moral decline in 'Spider-Man 3', becoming more self-centered and losing the audience's sympathy as he struggles with his darker impulses."
Spider-Man 3,Mary Jane Watson,Kirsten Dunst,protagonist,significant,positive,high,"Mary Jane Watson is a central character who experiences growth in her relationship with Peter Parker, ultimately supporting him and finding her own strength."
Spider-Man 3,New Goblin / Harry Osborn,James Franco,fallen,significant,negative,medium,Harry Osborn starts as a sympathetic character but becomes antagonistic due to his actions influenced by the New Goblin persona.
Spider-Man 3,Sandman / Flint Marko,Thomas Haden Church,redeemed,significant,positive,medium,Flint Marko starts as an antagonist but reveals a tragic backstory that earns him sympathy and leads to a significant transformation by the end.
Spider-Man 3,Venom / Eddie Brock,Topher Grace,fallen,significant,negative,medium,Eddie Brock starts as a sympathetic character but becomes antagonistic as he is consumed by the Venom symbiote.
Spider-Man 3,Gwen Stacy,Bryce Dallas Howard,neutral,flat,none,medium,Gwen Stacy serves as a supporting character in 'Spider-Man 3' with limited development and does not undergo significant change throughout the story.
Spider-Man 3,May Parker,Rosemary Harris,protagonist,flat,none,medium,May Parker serves as a supportive figure in Peter Parker's life but does not undergo significant change herself.
Spider-Man 3,J. Jonah Jameson,J.K. Simmons,antagonist,flat,none,high,"J. Jonah Jameson serves primarily as an antagonist to Spider-Man, maintaining his role throughout the film without significant character development."
Spider-Man 3,Captain Stacy,James Cromwell,neutral,flat,none,low,Captain Stacy is a minor character with limited development and serves primarily to support the plot.
Spider-Man 3,Dr. Curt Connors,Dylan Baker,neutral,flat,none,medium,Dr. Curt Connors serves a functional role in the story without significant character development.
Spider-Man 3,Emma Marko,Theresa Russell,neutral,flat,none,low,Emma Marko is a minor character with limited development and does not significantly impact the main narrative.
Spider-Man 3,Joseph 'Robbie' Robertson,Bill Nunn,neutral,flat,none,medium,Joseph 'Robbie' Robertson serves primarily as a supportive character without significant development or change throughout the film.
Spider-Man 3,Maître D',Bruce Campbell,neutral,flat,none,low,The character Maître D' has minimal screen time and does not undergo any significant development or change.
Spider-Man 3,Miss Brant,Elizabeth Banks,neutral,flat,none,low,Miss Brant is a minor character with limited development and serves primarily to support the main plot.
Spider-Man 3,Hoffman,Ted Raimi,neutral,flat,none,medium,Hoffman is a minor character who serves a functional role in the story without significant development or emotional engagement.
Spider-Man 3,Penny Marko,Perla Haney-Jardine,neutral,flat,none,low,Penny Marko is a minor character with limited development and does not significantly impact the main narrative.
Spider-Man 3,Green Goblin / Norman Osborn,Willem Dafoe,antagonist,flat,none,high,Green Goblin / Norman Osborn serves primarily as an antagonist in 'Spider-Man 3' without significant character development throughout the film.
Spider-Man 3,Ben Parker,Cliff Robertson,neutral,flat,none,medium,Ben Parker serves as a supportive figure in the story without significant development or change.
Spider-Man 3,Mr. Ditkovitch,Elya Baskin,neutral,flat,none,low,Mr. Ditkovitch serves primarily as a functional character in the story without significant development or change.
Spider-Man 3,Ursula,Mageina Tovah,neutral,flat,none,low,Ursula is a minor character with limited development and does not significantly impact the story.
Icefall,Harlan,Joel Kinnaman,neutral,flat,none,low,Harlan is a minor character in 'Icefall' with limited information available about his development or role.
Icefall,Ani,Cara Jade Myers,neutral,flat,none,low,Ani appears to be a minor character with limited information available about her development or role in the story.
Icefall,Rhodes,Danny Huston,neutral,flat,none,low,"Rhodes is a minor character with limited information available, making it difficult to assess his role and development in the story."
Icefall,Oz,Graham Greene,neutral,flat,none,low,Oz is a minor character in 'Icefall' with limited development and unclear audience relationship.
Icefall,Pen,Martin Sensmeier,neutral,flat,none,low,Pen appears to be a minor character with limited development and unclear audience relationship.
Icefall,Dax,Oliver Trevena,neutral,flat,none,low,Dax appears to be a minor character with limited development and unclear audience relationship.
Icefall,Drake,DeVaughn Nixon,neutral,flat,none,low,"Drake is a minor character with limited information available, making it difficult to assess his role and development in the story."
Icefall,Sirena,Frida Gustavsson,neutral,flat,none,low,"Sirena is a minor character with limited information available, making it difficult to assess her role and development in the story."
Icefall,Carl,Bashar Rahal,neutral,flat,none,low,"Carl is a minor character with limited information available, suggesting he does not have a significant role or development in the story."
Icefall,Jed,Michael Saccente,neutral,flat,none,low,Jed appears to be a minor character with limited development and a clear role in the plot.
Icefall,Lowery,Euan Macnaughton,neutral,flat,none,low,Lowery appears to be a minor character with limited development and a neutral role in the story.
Icefall,Ellis,Will Fletcher,neutral,flat,none,low,Ellis appears to be a minor character with limited development and a neutral role in the story.
Icefall,Sheriff Raleigh,Trevor Van Uden,neutral,flat,none,low,Sheriff Raleigh appears to be a minor character with limited development and a functional role in the plot.
